"id","currency.2000","budget-type.2000","l1.2000","l2.2000","l3.2000","l4.2000","l5.2000","l6.2000","value.2000","currency.2001","budget-type.2001","l1.2001","l2.2001","l3.2001","l4.2001","l5.2001","l6.2001","value.2001","currency.2002","budget-type.2002","l1.2002","l2.2002","l3.2002","l4.2002","l5.2002","l6.2002","value.2002","currency.2003","budget-type.2003","l1.2003","l2.2003","l3.2003","l4.2003","l5.2003","l6.2003","value.2003","currency.2004","budget-type.2004","l1.2004","l2.2004","l3.2004","l4.2004","l5.2004","l6.2004","value.2004","currency.2005","budget-type.2005","l1.2005","l2.2005","l3.2005","l4.2005","l5.2005","l6.2005","value.2005","currency.2006","budget-type.2006","l1.2006","l2.2006","l3.2006","l4.2006","l5.2006","l6.2006","value.2006","currency.2007","budget-type.2007","l1.2007","l2.2007","l3.2007","l4.2007","l5.2007","l6.2007","value.2007","currency.2008","budget-type.2008","l1.2008","l2.2008","l3.2008","l4.2008","l5.2008","l6.2008","value.2008","currency.2009","budget-type.2009","l1.2009","l2.2009","l3.2009","l4.2009","l5.2009","l6.2009","value.2009","currency.2010","budget-type.2010","l1.2010","l2.2010","l3.2010","l4.2010","l5.2010","l6.2010","value.2010","currency.2011","budget-type.2011","l1.2011","l2.2011","l3.2011","l4.2011","l5.2011","l6.2011","value.2011","currency.2012","budget-type.2012","l1.2012","l2.2012","l3.2012","l4.2012","l5.2012","l6.2012","value.2012","currency.2013","budget-type.2013","l1.2013","l2.2013","l3.2013","l4.2013","l5.2013","l6.2013","value.2013","currency.2014","budget-type.2014","l1.2014","l2.2014","l3.2014","l4.2014","l5.2014","l6.2014","value.2014","currency.2015","budget-type.2015","l1.2015","l2.2015","l3.2015","l4.2015","l5.2015","l6.2015","value.2015","currency.2016","budget-type.2016","l1.2016","l2.2016","l3.2016","l4.2016","l5.2016","l6.2016","value.2016","currency.2017","budget-type.2017","l1.2017","l2.2017","l3.2017","l4.2017","l5.2017","l6.2017","value.2017","currency.2018","budget-type.2018","l1.2018","l2.2018","l3.2018","l4.2018","l5.2018","l6.2018","value.2018","currency.2019","budget-type.2019","l1.2019","l2.2019","l3.2019","l4.2019","l5.2019","l6.2019","value.2019","currency.2020","budget-type.2020","l1.2020","l2.2020","l3.2020","l4.2020","l5.2020","l6.2020","value.2020"
"GT","quetzales","actual","total-revenue-and-grants",,,,,,1.6469e+10,"quetzales","actual","total-revenue-and-grants",,,,,,1.8222e+10,"quetzales","actual","total-revenue-and-grants",,,,,,2.0771e+10,"quetzales","actual","total-revenue-and-grants",,,,,,2.1809e+10,"quetzales","actual","total-revenue-and-grants",,,,,,2.3462e+10,"quetzales","actual","total-revenue-and-grants",,,,,,24927480000,"quetzales","actual","total-revenue-and-grants",,,,,,2.925e+10,"quetzales","actual","total-revenue-and-grants",,,,,,3.3611e+10,"quetzales","actual","total-revenue-and-grants",,,,,,3.5578e+10,"quetzales","actual","total-revenue-and-grants",,,,,,3.4037e+10,"quetzales","actual","total-revenue-and-grants",,,,,,3.7425e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4.3178e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4.5874e+10,"quetzales","actual","total-revenue-and-grants",,,,,,4.9259e+10,"quetzales","proj","total-revenue-and-grants",,,,,,5.1517e+10,"quetzales","proj","total-revenue-and-grants",,,,,,5.5879e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6.063e+10,"quetzales","proj","total-revenue-and-grants",,,,,,6.5612e+10,"quetzales","proj","total-revenue-and-grants",,,,,,7.0789e+10,"quetzales","proj","total-revenue-and-grants",,,,,,7.6314e+10,"quetzales","proj","total-revenue-and-grants",,,,,,
"GY","Guyanese dollars","actual","total-revenue-and-grants",,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,8.5556e+10,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,97207200000,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,101398500000,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,1.182e+11,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,1.209e+11,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,1.344e+11,"Guyanese dollars","actual","total-revenue-and-grants",,,,,,1.503e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,1.564e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,1.788e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,2.04e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,2.086e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,2.254e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,2.249e+11,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,,"Guyanese dollars","proj","total-revenue-and-grants",,,,,,
"HN","Lempiras","actual","total-revenue-and-grants",,,,,,20050952000,"Lempiras","actual","total-revenue-and-grants",,,,,,23683200000,"Lempiras","actual","total-revenue-and-grants",,,,,,25058398000,"Lempiras","actual","total-revenue-and-grants",,,,,,28277964000,"Lempiras","actual","total-revenue-and-grants",,,,,,33270648000,"Lempiras","actual","total-revenue-and-grants",,,,,,32155900000,"Lempiras","actual","total-revenue-and-grants",,,,,,37457355000,"Lempiras","actual","total-revenue-and-grants",,,,,,43303962000,"Lempiras","actual","total-revenue-and-grants",,,,,,5.2241e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,4.7007e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,5.0494e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,5.734e+10,"Lempiras","actual","total-revenue-and-grants",,,,,,60823392000,"Lempiras","actual","total-revenue-and-grants",,,,,,64574730000,"Lempiras","proj","total-revenue-and-grants",,,,,,77191758000,"Lempiras","proj","total-revenue-and-grants",,,,,,82171820000,"Lempiras","proj","total-revenue-and-grants",,,,,,89113902000,"Lempiras","proj","total-revenue-and-grants",,,,,,96259559000,"Lempiras","proj","total-revenue-and-grants",,,,,,103271311000,"Lempiras","proj","total-revenue-and-grants",,,,,,110793947000,"Lempiras","proj","total-revenue-and-grants",,,,,,
"ID","rupiah","actual","total-revenue-and-grants",,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,,"rupiah","actual","total-revenue-and-grants",,,,,,7.62e+14,"rupiah","actual","total-revenue-and-grants",,,,,,1.053e+15,"rupiah","actual","total-revenue-and-grants",,,,,,9.25e+14,"rupiah","actual","total-revenue-and-grants",,,,,,1.096e+15,"rupiah","actual","total-revenue-and-grants",,,,,,1.323e+15,"rupiah","actual","total-revenue-and-grants",,,,,,1.486e+15,"rupiah","actual","total-revenue-and-grants",,,,,,1.632e+15,"rupiah","actual","total-revenue-and-grants",,,,,,1.752e+15,"rupiah","proj","total-revenue-and-grants",,,,,,1.769e+15,"rupiah","proj","total-revenue-and-grants",,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,,"rupiah","proj","total-revenue-and-grants",,,,,,
"IQ","Iraqi dinar","actual","total-revenue-and-grants",,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,2.9784e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,4.9469e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,5.8347e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,6.03e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,8.2e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,5.47e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,7.36e+13,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,1.046e+14,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,1.194e+14,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,1.261e+14,"Iraqi dinar","actual","total-revenue-and-grants",,,,,,1.358e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,1.473e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,1.599e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,1.754e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,1.916e+14,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,,"Iraqi dinar","proj","total-revenue-and-grants",,,,,,
"XK","euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,,"euros","actual","total-revenue-and-grants",,,,,,1.181e+09,"euros","actual","total-revenue-and-grants",,,,,,1.331e+09,"euros","actual","total-revenue-and-grants",,,,,,1.354e+09,"euros","actual","total-revenue-and-grants",,,,,,1.416e+09,"euros","actual","total-revenue-and-grants",,,,,,1.526e+09,"euros","proj","total-revenue-and-grants",,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,"euros","proj","total-revenue-and-grants",,,,,,,"euros","proj","total-revenue-and-grants",,,,,,
"MH","US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,76100000,"US dollars","actual","total-revenue-and-grants",,,,,,85600000,"US dollars","actual","total-revenue-and-grants",,,,,,94800000,"US dollars","actual","total-revenue-and-grants",,,,,,108200000,"US dollars","actual","total-revenue-and-grants",,,,,,107100000,"US dollars","actual","total-revenue-and-grants",,,,,,97700000,"US dollars","actual","total-revenue-and-grants",,,,,,1.01e+08,"US dollars","actual","total-revenue-and-grants",,,,,,1e+08,"US dollars","actual","total-revenue-and-grants",,,,,,94800000,"US dollars","proj","total-revenue-and-grants",,,,,,90200000,"US dollars","proj","total-revenue-and-grants",,,,,,1.15e+08,"US dollars","proj","total-revenue-and-grants",,,,,,1.13e+08,"US dollars","proj","total-revenue-and-grants",,,,,,114300000,"US dollars","proj","total-revenue-and-grants",,,,,,115700000,"US dollars","proj","total-revenue-and-grants",,,,,,112700000,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,
"FM","US dollars","actual","total-revenue-and-grants",,,,,,148800000,"US dollars","actual","total-revenue-and-grants",,,,,,141100000,"US dollars","actual","total-revenue-and-grants",,,,,,160300000,"US dollars","actual","total-revenue-and-grants",,,,,,170400000,"US dollars","actual","total-revenue-and-grants",,,,,,133600000,"US dollars","actual","total-revenue-and-grants",,,,,,135900000,"US dollars","actual","total-revenue-and-grants",,,,,,139700000,"US dollars","actual","total-revenue-and-grants",,,,,,145200000,"US dollars","actual","total-revenue-and-grants",,,,,,149800000,"US dollars","actual","total-revenue-and-grants",,,,,,182800000,"US dollars","actual","total-revenue-and-grants",,,,,,200500000,"US dollars","actual","total-revenue-and-grants",,,,,,204500000,"US dollars","actual","total-revenue-and-grants",,,,,,213400000,"US dollars","proj","total-revenue-and-grants",,,,,,212400000,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,
"MD","Moldovan lei","actual","total-revenue-and-grants",,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,1.1324e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,1.4519e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,1.7845e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2.2292e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2.5517e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2.3518e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2.7537e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,3.0138e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,3.3476e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,3.6908e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,4.2511e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,4.3687e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,4.7069e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,5.1226e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,5.5828e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,6.0837e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,
"MN","togrogs","actual","total-revenue-and-grants",,,,,,352539400000,"togrogs","actual","total-revenue-and-grants",,,,,,428390400000,"togrogs","actual","total-revenue-and-grants",,,,,,476796700000,"togrogs","actual","total-revenue-and-grants",,,,,,5.55698e+11,"togrogs","actual","total-revenue-and-grants",,,,,,7.14464e+11,"togrogs","actual","total-revenue-and-grants",,,,,,8.34e+11,"togrogs","actual","total-revenue-and-grants",,,,,,1.363405e+12,"togrogs","actual","total-revenue-and-grants",,,,,,1.8814e+12,"togrogs","actual","total-revenue-and-grants",,,,,,2.17e+12,"togrogs","actual","total-revenue-and-grants",,,,,,1.994e+12,"togrogs","actual","total-revenue-and-grants",,,,,,3.122e+12,"togrogs","actual","total-revenue-and-grants",,,,,,4.468e+12,"togrogs","actual","total-revenue-and-grants",,,,,,4.976e+12,"togrogs","proj","total-revenue-and-grants",,,,,,5.746e+12,"togrogs","proj","total-revenue-and-grants",,,,,,6.706e+12,"togrogs","proj","total-revenue-and-grants",,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,
"MA","dirhams","actual","total-revenue-and-grants",,,,,,,"dirhams","actual","total-revenue-and-grants",,,,,,9.58e+10,"dirhams","actual","total-revenue-and-grants",,,,,,9.83e+10,"dirhams","actual","total-revenue-and-grants",,,,,,1.029e+11,"dirhams","actual","total-revenue-and-grants",,,,,,1.118e+11,"dirhams","actual","total-revenue-and-grants",,,,,,1.235e+11,"dirhams","actual","total-revenue-and-grants",,,,,,1.447e+11,"dirhams","actual","total-revenue-and-grants",,,,,,1.693e+11,"dirhams","actual","total-revenue-and-grants",,,,,,2.037e+11,"dirhams","actual","total-revenue-and-grants",,,,,,1.897e+11,"dirhams","actual","total-revenue-and-grants",,,,,,2.104e+11,"dirhams","actual","total-revenue-and-grants",,,,,,2.233e+11,"dirhams","actual","total-revenue-and-grants",,,,,,2.377e+11,"dirhams","proj","total-revenue-and-grants",,,,,,2.5e+11,"dirhams","proj","total-revenue-and-grants",,,,,,2.593e+11,"dirhams","proj","total-revenue-and-grants",,,,,,2.635e+11,"dirhams","proj","total-revenue-and-grants",,,,,,2.866e+11,"dirhams","proj","total-revenue-and-grants",,,,,,3.135e+11,"dirhams","proj","total-revenue-and-grants",,,,,,3.339e+11,"dirhams","proj","total-revenue-and-grants",,,,,,3.595e+11,"dirhams","proj","total-revenue-and-grants",,,,,,
"NI","Crdobas","actual","total-revenue-and-grants",,,,,,,"Crdobas","actual","total-revenue-and-grants",,,,,,,"Crdobas","actual","total-revenue-and-grants",,,,,,10040800000,"Crdobas","actual","total-revenue-and-grants",,,,,,11970734000,"Crdobas","actual","total-revenue-and-grants",,,,,,14665806000,"Crdobas","actual","total-revenue-and-grants",,,,,,17764116000,"Crdobas","actual","total-revenue-and-grants",,,,,,19859320000,"Crdobas","actual","total-revenue-and-grants",,,,,,2.4491e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,2.7042e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,2.6939e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,3.1082e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,3.9033e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,4.5327e+10,"Crdobas","proj","total-revenue-and-grants",,,,,,5.1376e+10,"Crdobas","proj","total-revenue-and-grants",,,,,,5.544e+10,"Crdobas","proj","total-revenue-and-grants",,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,
"PG","kina","actual","total-revenue-and-grants",,,,,,2.966e+09,"kina","actual","total-revenue-and-grants",,,,,,3.087e+09,"kina","actual","total-revenue-and-grants",,,,,,3.237e+09,"kina","actual","total-revenue-and-grants",,,,,,3.664e+09,"kina","actual","total-revenue-and-grants",,,,,,4.315e+09,"kina","actual","total-revenue-and-grants",,,,,,5.307e+09,"kina","actual","total-revenue-and-grants",,,,,,6.288e+09,"kina","actual","total-revenue-and-grants",,,,,,7.008e+09,"kina","actual","total-revenue-and-grants",,,,,,7.041e+09,"kina","actual","total-revenue-and-grants",,,,,,6.097e+09,"kina","actual","total-revenue-and-grants",,,,,,8.261e+09,"kina","actual","total-revenue-and-grants",,,,,,9.28e+09,"kina","actual","total-revenue-and-grants",,,,,,9.358e+09,"kina","proj","total-revenue-and-grants",,,,,,9.74e+09,"kina","proj","total-revenue-and-grants",,,,,,1.1974e+10,"kina","proj","total-revenue-and-grants",,,,,,1.3243e+10,"kina","proj","total-revenue-and-grants",,,,,,,"kina","proj","total-revenue-and-grants",,,,,,,"kina","proj","total-revenue-and-grants",,,,,,,"kina","proj","total-revenue-and-grants",,,,,,,"kina","proj","total-revenue-and-grants",,,,,,
"PY","Guaranies","actual","total-revenue-and-grants",,,,,,,"Guaranies","actual","total-revenue-and-grants",,,,,,,"Guaranies","actual","total-revenue-and-grants",,,,,,5.048e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,6.001e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,7.637e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,8.419e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,9.588e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,1.0837e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,1.2748e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,1.3915e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,1.6233714e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,1.9041743e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,2.067808e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,2.1349863e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,2.471196e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,2.7188491e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,2.9726865e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,3.232394e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,3.493188e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,3.8125056e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,4.1184192e+13
"PH","pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,1443809235000,"pesos","actual","total-revenue-and-grants",,,,,,1404575200000,"pesos","actual","total-revenue-and-grants",,,,,,1512584472000,"pesos","actual","total-revenue-and-grants",,,,,,1708666784000,"pesos","actual","total-revenue-and-grants",,,,,,1933822305000,"pesos","actual","total-revenue-and-grants",,,,,,2136415150000,"pesos","proj","total-revenue-and-grants",,,,,,2409026508000,"pesos","proj","total-revenue-and-grants",,,,,,2644977640000,"pesos","proj","total-revenue-and-grants",,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,
"LK","rupees","actual","total-revenue-and-grants",,,,,,2.16427e+11,"rupees","actual","total-revenue-and-grants",,,,,,2.39796e+11,"rupees","actual","total-revenue-and-grants",,,,,,2.68966e+11,"rupees","actual","total-revenue-and-grants",,,,,,2.84472e+11,"rupees","actual","total-revenue-and-grants",,,,,,3.16524e+11,"rupees","actual","total-revenue-and-grants",,,,,,4.1405e+11,"rupees","actual","total-revenue-and-grants",,,,,,1193104080000,"rupees","actual","total-revenue-and-grants",,,,,,565432704000,"rupees","actual","total-revenue-and-grants",,,,,,688066392000,"rupees","actual","total-revenue-and-grants",,,,,,720458657000,"rupees","actual","total-revenue-and-grants",,,,,,8.29392e+11,"rupees","actual","total-revenue-and-grants",,,,,,9.4888e+11,"rupees","actual","total-revenue-and-grants",,,,,,1.000824e+12,"rupees","proj","total-revenue-and-grants",,,,,,1.092096e+12,"rupees","proj","total-revenue-and-grants",,,,,,1.278552e+12,"rupees","proj","total-revenue-and-grants",,,,,,1.46596e+12,"rupees","proj","total-revenue-and-grants",,,,,,1.676472e+12,"rupees","proj","total-revenue-and-grants",,,,,,1.885096e+12,"rupees","proj","total-revenue-and-grants",,,,,,2.135145e+12,"rupees","proj","total-revenue-and-grants",,,,,,,"rupees","proj","total-revenue-and-grants",,,,,,
"SZ","Emalangeni","actual","total-revenue-and-grants",,,,,,,"Emalangeni","actual","total-revenue-and-grants",,,,,,2825300000,"Emalangeni","actual","total-revenue-and-grants",,,,,,3111200000,"Emalangeni","actual","total-revenue-and-grants",,,,,,3425900000,"Emalangeni","actual","total-revenue-and-grants",,,,,,3908400000,"Emalangeni","actual","total-revenue-and-grants",,,,,,4841800000,"Emalangeni","actual","total-revenue-and-grants",,,,,,5499100000,"Emalangeni","actual","total-revenue-and-grants",,,,,,8020600000,"Emalangeni","actual","total-revenue-and-grants",,,,,,8341100000,"Emalangeni","actual","total-revenue-and-grants",,,,,,9.627e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,9.225e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,6.917e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,7.404e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,1.2263e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1.3162e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1.46e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1.4554e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1.5538e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1.665e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1.7829e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1.9092e+10
"SY","Syrian pounds","actual","total-revenue-and-grants",,,,,,,"Syrian pounds","actual","total-revenue-and-grants",,,,,,3.06e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,2.958e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,3.216e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,3.453e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,3.6e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,4.357e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,4.595e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,4.915e+11,"Syrian pounds","proj","total-revenue-and-grants",,,,,,5.333e+11,"Syrian pounds","proj","total-revenue-and-grants",,,,,,5.928e+11,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,
"TO","paanga","actual","total-revenue-and-grants",,,,,,,"paanga","actual","total-revenue-and-grants",,,,,,,"paanga","actual","total-revenue-and-grants",,,,,,95200000,"paanga","actual","total-revenue-and-grants",,,,,,99300000,"paanga","actual","total-revenue-and-grants",,,,,,1.11e+08,"paanga","actual","total-revenue-and-grants",,,,,,122100000,"paanga","actual","total-revenue-and-grants",,,,,,154500000,"paanga","actual","total-revenue-and-grants",,,,,,1.71e+08,"paanga","actual","total-revenue-and-grants",,,,,,171200000,"paanga","actual","total-revenue-and-grants",,,,,,227500000,"paanga","actual","total-revenue-and-grants",,,,,,192100000,"paanga","actual","total-revenue-and-grants",,,,,,203800000,"paanga","actual","total-revenue-and-grants",,,,,,219300000,"paanga","actual","total-revenue-and-grants",,,,,,194500000,"paanga","proj","total-revenue-and-grants",,,,,,244900000,"paanga","proj","total-revenue-and-grants",,,,,,253200000,"paanga","proj","total-revenue-and-grants",,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,
