country,year,govtspend_USD
US,2004,5077253.18
US,2005,5263385.97
US,2006,5366929.21
US,2007,5575625.09
US,2008,5916548.60
US,2009,6528163.53
US,2010,6411246.25
US,2011,6335256.23
US,2012,6289574.55
UY,1990,
UY,1991,
UY,1992,
UY,1993,
UY,1994,
UY,1995,
UY,1996,
UY,1997,
UY,1998,
UY,1999,10953.32
UY,2000,10543.78
UY,2001,10698.10
UY,2002,9800.27
UY,2003,10057.87
UY,2004,10143.91
UY,2005,10612.64
UY,2006,11314.91
UY,2007,11874.24
UY,2008,12652.25
UY,2009,13853.36
UY,2010,15395.34
UY,2011,15778.82
UY,2012,17025.22
UZ,1990,
UZ,1991,
UZ,1992,5913.04
UZ,1993,9773.11
UZ,1994,6347.60
UZ,1995,7119.87
UZ,1996,9385.62
UZ,1997,7825.61
UZ,1998,9094.20
UZ,1999,8954.06
UZ,2000,8744.07
UZ,2001,8306.75
UZ,2002,9050.35
UZ,2003,8385.57
UZ,2004,8564.20
UZ,2005,8569.25
UZ,2006,9056.25
UZ,2007,10389.80
UZ,2008,11363.61
UZ,2009,13665.33
UZ,2010,14007.01
UZ,2011,14832.30
UZ,2012,16907.94
VU,1990,
VU,1991,156.67
VU,1992,142.37
VU,1993,118.04
VU,1994,119.69
VU,1995,138.80
VU,1996,124.23
VU,1997,118.37
VU,1998,150.35
VU,1999,129.10
VU,2000,145.81
VU,2001,123.63
VU,2002,116.06
VU,2003,103.05
VU,2004,105.34
VU,2005,108.58
VU,2006,129.55
VU,2007,150.47
VU,2008,195.48
VU,2009,200.31
VU,2010,198.64
VU,2011,190.23
VU,2012,182.12
VE,1990,66124.20
VE,1991,77009.45
VE,1992,73855.88
VE,1993,66857.53
VE,1994,99622.57
VE,1995,80630.62
VE,1996,67887.05
VE,1997,80699.26
VE,1998,75198.24
VE,1999,64109.80
VE,2000,72047.79
VE,2001,83987.39
VE,2002,74368.10
VE,2003,71224.02
VE,2004,83567.96
VE,2005,96855.64
VE,2006,124625.26
VE,2007,124082.47
VE,2008,126743.37
VE,2009,117021.96
VE,2010,109423.53
VE,2011,142485.00
VE,2012,152563.97
VN,1990,
VN,1991,
VN,1992,
VN,1993,
VN,1994,
VN,1995,
VN,1996,
VN,1997,
VN,1998,13071.84
VN,1999,14281.79
VN,2000,16242.81
VN,2001,18733.41
VN,2002,20518.17
VN,2003,24859.90
VN,2004,23441.73
VN,2005,26685.10
VN,2006,28398.89
VN,2007,32919.16
VN,2008,33386.47
VN,2009,40578.33
VN,2010,41549.11
VN,2011,39745.21
VN,2012,42918.69
YE,1990,
YE,1991,
YE,1992,
YE,1993,
YE,1994,
YE,1995,4843.30
YE,1996,8570.09
YE,1997,7564.65
YE,1998,8029.84
YE,1999,6868.75
YE,2000,8181.81
YE,2001,8171.43
YE,2002,8574.77
YE,2003,10195.20
YE,2004,10264.87
YE,2005,11666.06
YE,2006,12230.90
YE,2007,13648.66
YE,2008,14461.41
YE,2009,12823.87
YE,2010,11738.54
YE,2011,10091.09
YE,2012,12728.09
ZM,1990,
ZM,1991,
ZM,1992,
ZM,1993,
ZM,1994,
ZM,1995,
ZM,1996,
ZM,1997,
ZM,1998,
ZM,1999,
ZM,2000,2465.47
ZM,2001,3420.16
ZM,2002,3147.26
ZM,2003,3612.86
ZM,2004,2954.61
ZM,2005,3329.17
ZM,2006,3128.74
ZM,2007,3412.37
ZM,2008,3534.99
ZM,2009,3072.13
ZM,2010,3788.90
ZM,2011,4424.43
ZM,2012,5466.62
ZW,1990,
ZW,1991,
ZW,1992,
ZW,1993,
ZW,1994,
ZW,1995,
ZW,1996,
ZW,1997,
ZW,1998,
ZW,1999,
ZW,2000,
ZW,2001,
ZW,2002,
ZW,2003,
ZW,2004,
ZW,2005,2004.46
ZW,2006,1014.40
ZW,2007,592.46
ZW,2008,360.13
ZW,2009,1269.26
ZW,2010,2275.40
ZW,2011,3150.80
ZW,2012,3568.74
