id,year,in-oof-gross,capital-repayment,interest-repayment
GN,2013,3060000,79110000,510000
GW,2013,4380000,0,0
KE,2013,350940000,56560000,42120000
LS,2013,19590000,3300000,3040000
LR,2013,4720000,80830000,20000000
MG,2013,2130000,112540000,45690000
MW,2013,9990000,9330000,1840000
ML,2013,1000000,9900000,6830000
MR,2013,196420000,75580000,38950000
MU,2013,276270000,59520000,18900000
YT,2013,0,0,0
MZ,2013,258880000,57250000,24860000
NA,2013,17160000,52360000,20090000
NE,2013,11400000,4590000,1110000
NG,2013,642100000,369990000,94570000
RW,2013,48920000,17550000,9370000
ST,2013,0,0,0
SN,2013,67830000,87520000,76640000
SC,2013,11440000,4760000,2690000
SL,2013,8190000,0,1040000
SO,2013,0,0,0
ZA,2013,1564850000,459270000,263870000
SS,2013,2500000,0,30000
SD,2013,4250000,14670000,1220000
SZ,2013,3990000,9320000,5680000
TZ,2013,99600000,36820000,17020000
TG,2013,25390000,11800000,13780000
UG,2013,62630000,126240000,87970000
ZM,2013,3220000,26610000,13800000
ZW,2013,8910000,8950000,8490000
south-of-sahara,2013,70880000,16350000,1910000
africa,2013,534630000,238010000,46030000
AI,2013,100000,1570000,2440000
AG,2013,15860000,3400000,1560000
AW,2013,0,0,0
BS,2013,0,0,0
BB,2013,0,0,0
BZ,2013,20940000,15550000,4430000
BM,2013,0,0,0
KY,2013,0,0,0
CR,2013,260160000,121270000,49480000
CU,2013,0,2770000,1320000
DM,2013,5280000,1810000,870000
DO,2013,798200000,413910000,174320000
SV,2013,266420000,175320000,83850000
GD,2013,2470000,4390000,1320000
GT,2013,571460000,216220000,140690000
HT,2013,6740000,1470000,2660000
HN,2013,160060000,26670000,19720000
JM,2013,278700000,181790000,71220000
MX,2013,5567140000,2897220000,980250000
MS,2013,0,0,0
NI,2013,51690000,49590000,16970000
PA,2013,1248150000,241580000,120580000
KN,2013,1600000,13220000,1620000
LC,2013,5790000,15880000,9460000
VC,2013,6160000,6670000,4290000
TT,2013,0,0,0
TC,2013,0,0,0
west-indies,2013,660000,2880000,1590000
north-central-america,2013,514060000,38410000,35600000
AR,2013,2372110000,1797520000,566360000
BO,2013,7290000,84200000,4810000
BR,2013,6746310000,5515120000,974210000
CL,2013,2227760000,1191840000,159950000
CO,2013,2607720000,1217120000,551620000
EC,2013,431540000,264370000,109960000
FK,2013,0,0,0
GY,2013,1120000,2050000,1120000
PY,2013,225760000,202230000,45850000
PE,2013,534180000,2583770000,250250000
SR,2013,112790000,6130000,4630000
UY,2013,474380000,717900000,121050000
VE,2013,66560000,370410000,124880000
south-america,2013,36650000,74520000,8580000
america,2013,243360000,29890000,11860000
BN,2013,0,0,0
KH,2013,123540000,39870000,12560000
CN,2013,5324320000,4324650000,526470000
KP,2013,3600000,0,0
ID,2013,3845120000,3696430000,786130000
KR,2013,0,0,0
LA,2013,14290000,8820000,7200000
MY,2013,84910000,579050000,42880000
MN,2013,279020000,95520000,14970000
PH,2013,1156560000,1891280000,252090000
SG,2013,0,0,0
TH,2013,1986310000,475390000,54060000
TL,2013,5780000,0,60000
VN,2013,2164840000,1199960000,139210000
east-asia,2013,63140000,13720000,4690000
AF,2013,89950000,28600000,15870000
AM,2013,231470000,113120000,14720000
AZ,2013,595620000,264090000,20300000
BD,2013,501820000,412500000,40400000
BT,2013,870000,4030000,740000
GE,2013,243670000,240460000,25010000
IN,2013,3947470000,2383910000,472990000
KZ,2013,1855540000,974220000,136690000
KG,2013,12730000,11090000,2900000
MV,2013,0,29470000,3880000
MM,2013,195450000,39160000,33110000
NP,2013,9590000,1210000,970000
PK,2013,628200000,741100000,124490000
LK,2013,309180000,79380000,21890000
TJ,2013,20030000,26160000,2230000
TM,2013,55460000,11470000,18090000
UZ,2013,449650000,261650000,18960000
central-asia,2013,0,0,0
south-asia,2013,47400000,0,1700000
south-central-asia,2013,0,9370000,2510000
BH,2013,0,0,0
IR,2013,7100000,711750000,35880000
IQ,2013,139710000,170710000,99330000
IL,2013,0,0,0
JO,2013,593080000,165670000,53120000
KW,2013,0,0,0
LB,2013,57320000,184790000,76200000
OM,2013,0,0,0
QA,2013,0,0,0
SA,2013,0,0,0
SY,2013,2000000,0,3760000
AE,2013,0,0,0
PS,2013,390000,1300000,2350000
YE,2013,220000,38050000,14200000
middle-east,2013,151440000,66370000,14580000
asia,2013,282510000,2640000,510000
CK,2013,6090000,1170000,660000
FJ,2013,19430000,9560000,1130000
PF,2013,0,0,0
KI,2013,640000,0,0
MH,2013,130000,420000,3330000
FM,2013,650000,80000,40000
NR,2013,240000,290000,10000
NC,2013,0,0,0
MP,2013,0,0,0
PW,2013,6430000,0,80000
PG,2013,1047040000,58060000,87900000
WS,2013,890000,0,0
SB,2013,41780000,1730000,120000
TO,2013,340000,0,0
TV,2013,170000,0,0
VU,2013,1850000,0,0
WF,2013,0,820000,820000
oceania,2013,8860000,4240000,790000
bilateral-unspecified,2013,3673960000,1912770000,139460000
